Country or Area,Year,City,City type,Reliability,Source Year,Value,Value Footnotes
Switzerland,2017,Baden-Brugg,City proper,"Final figure, complete",2017,30426,
Switzerland,2017,Fribourg,City proper,"Final figure, complete",2017,38829,
Switzerland,2017,Lugano,City proper,"Final figure, complete",2017,63932,
Switzerland,2017,St. Gallen,City proper,"Final figure, complete",2017,75481,
Switzerland,2017,Luzern,City proper,"Final figure, complete",2017,81592,
Switzerland,2017,Olten-Zofingen,Urban agglomeration,"Final figure, complete",2017,99806,43
Switzerland,2017,Fribourg,Urban agglomeration,"Final figure, complete",2017,108998,43
Switzerland,2017,Winterthur,City proper,"Final figure, complete",2017,109775,
Switzerland,2017,Baden-Brugg,Urban agglomeration,"Final figure, complete",2017,110347,43
Switzerland,2017,Zug,Urban agglomeration,"Final figure, complete",2017,129062,43
Switzerland,2017,BERNE,City proper,"Final figure, complete",2017,133115,
Switzerland,2017,Lausanne,City proper,"Final figure, complete",2017,137810,
Switzerland,2017,Winterthur,Urban agglomeration,"Final figure, complete",2017,140227,43
Switzerland,2017,Lugano,Urban agglomeration,"Final figure, complete",2017,151708,43
Switzerland,2017,St. Gallen,Urban agglomeration,"Final figure, complete",2017,166421,43
Switzerland,2017,Bâle,City proper,"Final figure, complete",2017,171017,
Switzerland,2017,Genève,City proper,"Final figure, complete",2017,198979,
Switzerland,2017,Luzern,Urban agglomeration,"Final figure, complete",2017,228321,43
Switzerland,2017,Zürich,City proper,"Final figure, complete",2017,402762,
Switzerland,2017,BERNE,Urban agglomeration,"Final figure, complete",2017,415485,43
Switzerland,2017,Lausanne,Urban agglomeration,"Final figure, complete",2017,415620,43
Switzerland,2017,Bâle,Urban agglomeration,"Final figure, complete",2017,545326,43
Switzerland,2017,Genève,Urban agglomeration,"Final figure, complete",2017,585400,43
Switzerland,2017,Zürich,Urban agglomeration,"Final figure, complete",2017,1354140,43
Switzerland,2016,Zug,City proper,"Final figure, complete",2016,29256,
Switzerland,2016,Olten-Zofingen,City proper,"Final figure, complete",2016,29320,
Switzerland,2016,Baden-Brugg,City proper,"Final figure, complete",2016,30212,
Switzerland,2016,Fribourg,City proper,"Final figure, complete",2016,38489,
Switzerland,2016,Lugano,City proper,"Final figure, complete",2016,63583,
Switzerland,2016,St. Gallen,City proper,"Final figure, complete",2016,75538,
Switzerland,2016,Luzern,City proper,"Final figure, complete",2016,81295,
Switzerland,2016,Olten-Zofingen,Urban agglomeration,"Final figure, complete",2016,98535,43
Switzerland,2016,Fribourg,Urban agglomeration,"Final figure, complete",2016,105406,43
Switzerland,2016,Winterthur,City proper,"Final figure, complete",2016,108268,
Switzerland,2016,Baden-Brugg,Urban agglomeration,"Final figure, complete",2016,109255,43
Switzerland,2016,Zug,Urban agglomeration,"Final figure, complete",2016,127095,43
Switzerland,2016,BERNE,City proper,"Final figure, complete",2016,131554,
Switzerland,2016,Lausanne,City proper,"Final figure, complete",2016,135629,
Switzerland,2016,Winterthur,Urban agglomeration,"Final figure, complete",2016,138252,43
Switzerland,2016,Lugano,Urban agglomeration,"Final figure, complete",2016,151037,43
Switzerland,2016,St. Gallen,Urban agglomeration,"Final figure, complete",2016,165860,43
Switzerland,2016,Bâle,City proper,"Final figure, complete",2016,169916,
Switzerland,2016,Genève,City proper,"Final figure, complete",2016,198072,
Switzerland,2016,Luzern,Urban agglomeration,"Final figure, complete",2016,226091,43
Switzerland,2016,Zürich,City proper,"Final figure, complete",2016,396955,
Switzerland,2016,Lausanne,Urban agglomeration,"Final figure, complete",2016,409295,43
Switzerland,2016,BERNE,Urban agglomeration,"Final figure, complete",2016,410894,43
Switzerland,2016,Bâle,Urban agglomeration,"Final figure, complete",2016,541011,43
Switzerland,2016,Genève,Urban agglomeration,"Final figure, complete",2016,579227,43
Switzerland,2016,Zürich,Urban agglomeration,"Final figure, complete",2016,1334269,43
Switzerland,2015,Olten-Zofingen,City proper,"Final figure, complete",2015,28560,
Switzerland,2015,Zug,City proper,"Final figure, complete",2015,28603,
Switzerland,2015,Baden-Brugg,City proper,"Final figure, complete",2015,29774,
Switzerland,2015,Fribourg,City proper,"Final figure, complete",2015,38288,
Switzerland,2015,Lugano,City proper,"Final figure, complete",2015,63668,
Switzerland,2015,St. Gallen,City proper,"Final figure, complete",2015,75310,
Switzerland,2015,Luzern,City proper,"Final figure, complete",2015,81057,
Switzerland,2015,Winterthur,City proper,"Final figure, complete",2015,106778,
Switzerland,2015,Fribourg,Urban agglomeration,"Final figure, complete",2015,114225,
Switzerland,2015,Zug,Urban agglomeration,"Final figure, complete",2015,115709,
Switzerland,2015,Olten-Zofingen,Urban agglomeration,"Final figure, complete",2015,116186,
Switzerland,2015,Baden-Brugg,Urban agglomeration,"Final figure, complete",2015,123959,
Switzerland,2015,BERNE,City proper,"Final figure, complete",2015,130015,
Switzerland,2015,Lausanne,City proper,"Final figure, complete",2015,133897,
Switzerland,2015,Lugano,Urban agglomeration,"Final figure, complete",2015,142652,
Switzerland,2015,Winterthur,Urban agglomeration,"Final figure, complete",2015,148619,
Switzerland,2015,St. Gallen,Urban agglomeration,"Final figure, complete",2015,154490,
Switzerland,2015,Bâle,City proper,"Final figure, complete",2015,168620,
Switzerland,2015,Genève,City proper,"Final figure, complete",2015,194565,
Switzerland,2015,Luzern,Urban agglomeration,"Final figure, complete",2015,217662,
Switzerland,2015,Lausanne,Urban agglomeration,"Final figure, complete",2015,355591,
Switzerland,2015,BERNE,Urban agglomeration,"Final figure, complete",2015,365238,
Switzerland,2015,Zürich,City proper,"Final figure, complete",2015,391359,
Switzerland,2015,Bâle,Urban agglomeration,"Final figure, complete",2015,513367,
Switzerland,2015,Genève,Urban agglomeration,"Final figure, complete",2015,550866,
Switzerland,2015,Zürich,Urban agglomeration,"Final figure, complete",2015,1251199,
Switzerland,2012,Zug,City proper,"Final figure, complete",2013,27219,
Switzerland,2012,Olten-Zofingen,City proper,"Final figure, complete",2013,27965,
Switzerland,2012,Baden-Brugg,City proper,"Final figure, complete",2013,28931,
Switzerland,2012,Fribourg,City proper,"Final figure, complete",2013,36156.5,
Switzerland,2012,Lugano,City proper,"Final figure, complete",2013,55594.5,
Switzerland,2012,St. Gallen,City proper,"Final figure, complete",2013,73808,
Switzerland,2012,Luzern,City proper,"Final figure, complete",2013,78785.5,
Switzerland,2012,Winterthur,City proper,"Final figure, complete",2013,103771.5,
Switzerland,2012,Fribourg,Urban agglomeration,"Final figure, complete",2013,108496.5,
Switzerland,2012,Zug,Urban agglomeration,"Final figure, complete",2013,111481,
Switzerland,2012,Olten-Zofingen,Urban agglomeration,"Final figure, complete",2013,112603,
Switzerland,2012,Baden-Brugg,Urban agglomeration,"Final figure, complete",2013,119697.5,
Switzerland,2012,BERNE,City proper,"Final figure, complete",2013,126598,
Switzerland,2012,Lausanne,City proper,"Final figure, complete",2013,129902,
Switzerland,2012,Lugano,Urban agglomeration,"Final figure, complete",2013,135837,
Switzerland,2012,Winterthur,Urban agglomeration,"Final figure, complete",2013,143289.5,
Switzerland,2012,St. Gallen,Urban agglomeration,"Final figure, complete",2013,151874,
Switzerland,2012,Bâle,City proper,"Final figure, complete",2013,165041,
Switzerland,2012,Genève,City proper,"Final figure, complete",2013,188633.5,
Switzerland,2012,Luzern,Urban agglomeration,"Final figure, complete",2013,213036.5,
Switzerland,2012,Lausanne,Urban agglomeration,"Final figure, complete",2013,343727.5,
Switzerland,2012,BERNE,Urban agglomeration,"Final figure, complete",2013,358075.5,
Switzerland,2012,Zürich,City proper,"Final figure, complete",2013,378883.5,
Switzerland,2012,Bâle,Urban agglomeration,"Final figure, complete",2013,502206.5,
Switzerland,2012,Genève,Urban agglomeration,"Final figure, complete",2013,532128.5,
Switzerland,2012,Zürich,Urban agglomeration,"Final figure, complete",2013,1210874.5,
Switzerland,2011,Olten-Zofingen,City proper,"Final figure, complete",2012,17076,
Switzerland,2011,Baden-Brugg,City proper,"Final figure, complete",2012,18189,
Switzerland,2011,Zug,City proper,"Final figure, complete",2012,26614,
Switzerland,2011,Zug,City proper,"Final figure, complete",2012,26901,
Switzerland,2011,Olten-Zofingen,City proper,"Final figure, complete",2012,27881.5,
Switzerland,2011,Baden-Brugg,City proper,"Final figure, complete",2012,28522,
Switzerland,2011,Fribourg,City proper,"Final figure, complete",2012,35288.5,
Switzerland,2011,Fribourg,City proper,"Final figure, complete",2012,35680,
Switzerland,2011,Lugano,City proper,"Final figure, complete",2012,54909,
Switzerland,2011,Lugano,City proper,"Final figure, complete",2012,55151,
Switzerland,2011,St. Gallen,City proper,"Final figure, complete",2012,73232,
Switzerland,2011,St. Gallen,City proper,"Final figure, complete",2012,73505,
Switzerland,2011,Luzern,City proper,"Final figure, complete",2012,77792,
Switzerland,2011,Luzern,City proper,"Final figure, complete",2012,78093,
Switzerland,2011,Winterthur,City proper,"Final figure, complete",2012,102191.5,
Switzerland,2011,Winterthur,City proper,"Final figure, complete",2012,103075,
Switzerland,2011,Fribourg,Urban agglomeration,"Final figure, complete",2012,106086,
Switzerland,2011,Fribourg,Urban agglomeration,"Final figure, complete",2012,107276,
Switzerland,2011,Zug,Urban agglomeration,"Final figure, complete",2012,109713,
Switzerland,2011,Zug,Urban agglomeration,"Final figure, complete",2012,110722,
Switzerland,2011,Olten-Zofingen,Urban agglomeration,"Final figure, complete",2012,111290.5,
Switzerland,2011,Olten-Zofingen,Urban agglomeration,"Final figure, complete",2012,111878,
Switzerland,2011,Baden-Brugg,Urban agglomeration,"Final figure, complete",2012,118268,
Switzerland,2011,Baden-Brugg,Urban agglomeration,"Final figure, complete",2012,118824,
Switzerland,2011,BERNE,City proper,"Final figure, complete",2012,125031,
Switzerland,2011,BERNE,City proper,"Final figure, complete",2012,125681,
Switzerland,2011,Lausanne,City proper,"Final figure, complete",2012,128602,
Switzerland,2011,Lausanne,City proper,"Final figure, complete",2012,129383,
Switzerland,2011,Lugano,Urban agglomeration,"Final figure, complete",2012,133880,
Switzerland,2011,Lugano,Urban agglomeration,"Final figure, complete",2012,134593,
Switzerland,2011,Winterthur,Urban agglomeration,"Final figure, complete",2012,141134.5,
Switzerland,2011,Winterthur,Urban agglomeration,"Final figure, complete",2012,142392,
Switzerland,2011,St. Gallen,Urban agglomeration,"Final figure, complete",2012,150794,
Switzerland,2011,St. Gallen,Urban agglomeration,"Final figure, complete",2012,151359,
Switzerland,2011,Bâle,City proper,"Final figure, complete",2012,163866,
Switzerland,2011,Bâle,City proper,"Final figure, complete",2012,164516,
Switzerland,2011,Genève,City proper,"Final figure, complete",2012,187852,
Switzerland,2011,Genève,City proper,"Final figure, complete",2012,188234,
Switzerland,2011,Luzern,Urban agglomeration,"Final figure, complete",2012,210809,
Switzerland,2011,Luzern,Urban agglomeration,"Final figure, complete",2012,211822,
Switzerland,2011,Lausanne,Urban agglomeration,"Final figure, complete",2012,339487,
Switzerland,2011,Lausanne,Urban agglomeration,"Final figure, complete",2012,342162,
Switzerland,2011,BERNE,Urban agglomeration,"Final figure, complete",2012,354428,
Switzerland,2011,BERNE,Urban agglomeration,"Final figure, complete",2012,355601,
Switzerland,2011,Zürich,City proper,"Final figure, complete",2012,374923.5,
Switzerland,2011,Zürich,City proper,"Final figure, complete",2012,376990,
Switzerland,2011,Bâle,Urban agglomeration,"Final figure, complete",2012,499143.5,
Switzerland,2011,Bâle,Urban agglomeration,"Final figure, complete",2012,500562,
Switzerland,2011,Genève,Urban agglomeration,"Final figure, complete",2012,528585,
Switzerland,2011,Genève,Urban agglomeration,"Final figure, complete",2012,530728,
Switzerland,2011,Zürich,Urban agglomeration,"Final figure, complete",2012,1196282,
Switzerland,2011,Zürich,Urban agglomeration,"Final figure, complete",2012,1203998,
Switzerland,2009,Zug,City proper,"Final figure, complete",2009,25623,
Switzerland,2009,Zug,City proper,"Final figure, complete",2010,25743,
Switzerland,2009,Baden-Brugg,City proper,"Final figure, complete",2009,26241,
Switzerland,2009,Olten-Zofingen,City proper,"Final figure, complete",2010,27411,
Switzerland,2009,Olten-Zofingen,City proper,"Final figure, complete",2009,27468,
Switzerland,2009,Baden-Brugg,City proper,"Final figure, complete",2010,27790,
Switzerland,2009,Fribourg,City proper,"Final figure, complete",2009,33945,
Switzerland,2009,Fribourg,City proper,"Final figure, complete",2010,34273,
Switzerland,2009,Lugano,City proper,"Final figure, complete",2009,53963,
Switzerland,2009,Lugano,City proper,"Final figure, complete",2010,54727,
Switzerland,2009,Luzern,City proper,"Final figure, complete",2009,58791,
Switzerland,2009,St. Gallen,City proper,"Final figure, complete",2009,71556,
Switzerland,2009,St. Gallen,City proper,"Final figure, complete",2010,72313,
Switzerland,2009,Luzern,City proper,"Final figure, complete",2010,76419,
Switzerland,2009,Winterthur,City proper,"Final figure, complete",2009,97316,
Switzerland,2009,Winterthur,City proper,"Final figure, complete",2010,98774,
Switzerland,2009,Fribourg,Urban agglomeration,"Final figure, complete",2009,100426,
Switzerland,2009,Fribourg,Urban agglomeration,"Final figure, complete",2010,102114,
Switzerland,2009,Zug,Urban agglomeration,"Final figure, complete",2009,105402,
Switzerland,2009,Zug,Urban agglomeration,"Final figure, complete",2010,106257,
Switzerland,2009,Olten-Zofingen,Urban agglomeration,"Final figure, complete",2009,107356,
Switzerland,2009,Olten-Zofingen,Urban agglomeration,"Final figure, complete",2010,108597,
Switzerland,2009,Baden-Brugg,Urban agglomeration,"Final figure, complete",2009,113089,
Switzerland,2009,Baden-Brugg,Urban agglomeration,"Final figure, complete",2010,114993,
Switzerland,2009,Lausanne,City proper,"Final figure, complete",2009,120677,
Switzerland,2009,BERNE,City proper,"Final figure, complete",2009,122746,
Switzerland,2009,BERNE,City proper,"Final figure, complete",2010,123154,
Switzerland,2009,Lausanne,City proper,"Final figure, complete",2010,124030,
Switzerland,2009,Lugano,Urban agglomeration,"Final figure, complete",2009,132221,
Switzerland,2009,Winterthur,Urban agglomeration,"Final figure, complete",2009,133717,
Switzerland,2009,Lugano,Urban agglomeration,"Final figure, complete",2010,134174,
Switzerland,2009,Winterthur,Urban agglomeration,"Final figure, complete",2010,135954,
Switzerland,2009,St. Gallen,Urban agglomeration,"Final figure, complete",2009,147594,
Switzerland,2009,St. Gallen,Urban agglomeration,"Final figure, complete",2010,149015,
Switzerland,2009,Bâle,City proper,"Final figure, complete",2009,164161,
Switzerland,2009,Bâle,City proper,"Final figure, complete",2010,165489,
Switzerland,2009,Genève,City proper,"Final figure, complete",2009,181540,
Switzerland,2009,Genève,City proper,"Final figure, complete",2010,184538,
Switzerland,2009,Luzern,Urban agglomeration,"Final figure, complete",2009,203883,
Switzerland,2009,Luzern,Urban agglomeration,"Final figure, complete",2010,206453,
Switzerland,2009,Lausanne,Urban agglomeration,"Final figure, complete",2009,320643,
Switzerland,2009,Lausanne,Urban agglomeration,"Final figure, complete",2010,327562,
Switzerland,2009,BERNE,Urban agglomeration,"Final figure, complete",2009,347409,
Switzerland,2009,BERNE,Urban agglomeration,"Final figure, complete",2010,349688,
Switzerland,2009,Zürich,City proper,"Final figure, complete",2009,361689,
Switzerland,2009,Zürich,City proper,"Final figure, complete",2010,366765,
Switzerland,2009,Bâle,Urban agglomeration,"Final figure, complete",2009,491952,
Switzerland,2009,Bâle,Urban agglomeration,"Final figure, complete",2010,496020,
Switzerland,2009,Genève,Urban agglomeration,"Final figure, complete",2009,508240,
Switzerland,2009,Genève,Urban agglomeration,"Final figure, complete",2010,517151,
Switzerland,2009,Zürich,Urban agglomeration,"Final figure, complete",2009,1143015,
Switzerland,2009,Zürich,Urban agglomeration,"Final figure, complete",2010,1162024,
Switzerland,2008,Zug,City proper,"Final figure, complete",2008,25161,
Switzerland,2008,Baden-Brugg,City proper,"Final figure, complete",2008,25855,
Switzerland,2008,Olten-Zofingen,City proper,"Final figure, complete",2008,27292,
Switzerland,2008,Lugano,City proper,"Final figure, complete",2008,50139,
Switzerland,2008,Luzern,City proper,"Final figure, complete",2008,58116,
Switzerland,2008,St. Gallen,City proper,"Final figure, complete",2008,70724,
Switzerland,2008,Winterthur,City proper,"Final figure, complete",2008,95550,
Switzerland,2008,Zug,Urban agglomeration,"Final figure, complete",2008,103831,
Switzerland,2008,Olten-Zofingen,Urban agglomeration,"Final figure, complete",2008,106059,
Switzerland,2008,Baden-Brugg,Urban agglomeration,"Final figure, complete",2008,111095,
Switzerland,2008,Lausanne,City proper,"Final figure, complete",2008,118560,
Switzerland,2008,BERNE,City proper,"Final figure, complete",2008,122496,
Switzerland,2008,Lugano,Urban agglomeration,"Final figure, complete",2008,129587,
Switzerland,2008,Winterthur,Urban agglomeration,"Final figure, complete",2008,131239,
Switzerland,2008,St. Gallen,Urban agglomeration,"Final figure, complete",2008,146142,
Switzerland,2008,Bâle,City proper,"Final figure, complete",2008,163234,
Switzerland,2008,Genève,City proper,"Final figure, complete",2008,179201,
Switzerland,2008,Luzern,Urban agglomeration,"Final figure, complete",2008,201316,
Switzerland,2008,Lausanne,Urban agglomeration,"Final figure, complete",2008,314991,
Switzerland,2008,BERNE,Urban agglomeration,"Final figure, complete",2008,345405,
Switzerland,2008,Zürich,City proper,"Final figure, complete",2008,354191,
Switzerland,2008,Bâle,Urban agglomeration,"Final figure, complete",2008,488287,
Switzerland,2008,Genève,Urban agglomeration,"Final figure, complete",2008,500354,
Switzerland,2008,Zürich,Urban agglomeration,"Final figure, complete",2008,1121711,
Switzerland,2007,Zug,City proper,"Final figure, complete",2007,24507,
Switzerland,2007,Baden-Brugg,City proper,"Final figure, complete",2007,25558,
Switzerland,2007,Olten-Zofingen,City proper,"Final figure, complete",2007,26971,
Switzerland,2007,Lugano,City proper,"Final figure, complete",2007,49449,
Switzerland,2007,Luzern,City proper,"Final figure, complete",2007,57691,
Switzerland,2007,St. Gallen,City proper,"Final figure, complete",2007,70319,
Switzerland,2007,Winterthur,City proper,"Final figure, complete",2007,94094,
Switzerland,2007,Zug,Urban agglomeration,"Final figure, complete",2007,102487,
Switzerland,2007,Olten-Zofingen,Urban agglomeration,"Final figure, complete",2007,105038,
Switzerland,2007,Baden-Brugg,Urban agglomeration,"Final figure, complete",2007,109631,
Switzerland,2007,Lausanne,City proper,"Final figure, complete",2007,117664,
Switzerland,2007,BERNE,City proper,"Final figure, complete",2007,122256,
Switzerland,2007,Lugano,Urban agglomeration,"Final figure, complete",2007,127962,
Switzerland,2007,Winterthur,Urban agglomeration,"Final figure, complete",2007,129331,
Switzerland,2007,St. Gallen,Urban agglomeration,"Final figure, complete",2007,145403,
Switzerland,2007,Bâle,City proper,"Final figure, complete",2007,163438,
Switzerland,2007,Genève,City proper,"Final figure, complete",2007,178574,
Switzerland,2007,Luzern,Urban agglomeration,"Final figure, complete",2007,199683,
Switzerland,2007,Lausanne,Urban agglomeration,"Final figure, complete",2007,311494,
Switzerland,2007,BERNE,Urban agglomeration,"Final figure, complete",2007,344167,
Switzerland,2007,Zürich,City proper,"Final figure, complete",2007,348680,
Switzerland,2007,Bâle,Urban agglomeration,"Final figure, complete",2007,486431,
Switzerland,2007,Genève,Urban agglomeration,"Final figure, complete",2007,495262,
Switzerland,2007,Zürich,Urban agglomeration,"Final figure, complete",2007,1106451,
Switzerland,2006,Olten-Zofingen,City proper,"Final figure, complete",2006,16633,
Switzerland,2006,Baden-Brugg,City proper,"Final figure, complete",2006,18318,
Switzerland,2006,Lugano,City proper,"Final figure, complete",2006,49223,
Switzerland,2006,Luzern,City proper,"Final figure, complete",2006,57533,
Switzerland,2006,St. Gallen,City proper,"Final figure, complete",2006,70316,
Switzerland,2006,Winterthur,City proper,"Final figure, complete",2006,93546,
Switzerland,2006,Olten-Zofingen,Urban agglomeration,"Final figure, complete",2006,104644,
Switzerland,2006,Baden-Brugg,Urban agglomeration,"Final figure, complete",2006,108977,
Switzerland,2006,Lausanne,City proper,"Final figure, complete",2006,117388,
Switzerland,2006,BERNE,City proper,"Final figure, complete",2006,122178,
Switzerland,2006,Lugano,Urban agglomeration,"Final figure, complete",2006,127351,
Switzerland,2006,Winterthur,Urban agglomeration,"Final figure, complete",2006,128654,
Switzerland,2006,St. Gallen,Urban agglomeration,"Final figure, complete",2006,145270,
Switzerland,2006,Bâle,City proper,"Final figure, complete",2006,163930,
Switzerland,2006,Genève,City proper,"Final figure, complete",2006,178722,
Switzerland,2006,Luzern,Urban agglomeration,"Final figure, complete",2006,199202,
Switzerland,2006,Lausanne,Urban agglomeration,"Final figure, complete",2006,310028,
Switzerland,2006,BERNE,Urban agglomeration,"Final figure, complete",2006,343789,
Switzerland,2006,Zürich,City proper,"Final figure, complete",2006,347517,
Switzerland,2006,Bâle,Urban agglomeration,"Final figure, complete",2006,486146,
Switzerland,2006,Genève,Urban agglomeration,"Final figure, complete",2006,493445,
Switzerland,2006,Zürich,Urban agglomeration,"Final figure, complete",2006,1101710,
Switzerland,2001,Lausanne,City proper,"Final figure, complete",2002,115208,
Switzerland,2001,BERNE,City proper,"Final figure, complete",2002,122427,
Switzerland,2001,Bâle,City proper,"Final figure, complete",2002,165356,
Switzerland,2001,Genève,City proper,"Final figure, complete",2002,175403,
Switzerland,2001,Lausanne,Urban agglomeration,"Final figure, complete",2002,290881,
Switzerland,2001,BERNE,Urban agglomeration,"Final figure, complete",2002,320058,
Switzerland,2001,Zürich,City proper,"Final figure, complete",2002,339234,
Switzerland,2001,Bâle,Urban agglomeration,"Final figure, complete",2002,401610,
Switzerland,2001,Genève,Urban agglomeration,"Final figure, complete",2002,467040,
Switzerland,2001,Zürich,Urban agglomeration,"Final figure, complete",2002,960310,
Switzerland,2000,Lausanne,City proper,"Final figure, complete",2009,124914,
Switzerland,2000,BERNE,City proper,"Final figure, complete",2009,128634,
Switzerland,2000,Bâle,City proper,"Final figure, complete",2009,166558,
Switzerland,2000,Genève,City proper,"Final figure, complete",2009,177964,
Switzerland,2000,Lausanne,Urban agglomeration,"Final figure, complete",2009,311441,
Switzerland,2000,BERNE,Urban agglomeration,"Final figure, complete",2009,349096,
Switzerland,2000,Zürich,City proper,"Final figure, complete",2009,363273,
Switzerland,2000,Genève,Urban agglomeration,"Final figure, complete",2009,471314,
Switzerland,2000,Bâle,Urban agglomeration,"Final figure, complete",2009,479308,
Switzerland,2000,Zürich,Urban agglomeration,"Final figure, complete",2009,1080728,
United Kingdom of Great Britain and Northern Ireland,2011,Bournemouth,City proper,"Final figure, complete",2013,187503,44
United Kingdom of Great Britain and Northern Ireland,2011,Bolton,City proper,"Final figure, complete",2013,194189,44
United Kingdom of Great Britain and Northern Ireland,2011,Aberdeen,City proper,"Final figure, complete",2013,207932,44
United Kingdom of Great Britain and Northern Ireland,2011,Wolverhampton,City proper,"Final figure, complete",2013,210319,44
United Kingdom of Great Britain and Northern Ireland,2011,Luton,City proper,"Final figure, complete",2013,211228,44
United Kingdom of Great Britain and Northern Ireland,2011,Northampton,City proper,"Final figure, complete",2013,215173,44
United Kingdom of Great Britain and Northern Ireland,2011,Reading,City proper,"Final figure, complete",2013,218705,44
United Kingdom of Great Britain and Northern Ireland,2011,Brighton and Hove,City proper,"Final figure, complete",2013,229700,44
United Kingdom of Great Britain and Northern Ireland,2011,Plymouth,City proper,"Final figure, complete",2013,234982,44
United Kingdom of Great Britain and Northern Ireland,2011,Portsmouth,City proper,"Final figure, complete",2013,238137,44
United Kingdom of Great Britain and Northern Ireland,2011,Southampton,City proper,"Final figure, complete",2013,253651,44
United Kingdom of Great Britain and Northern Ireland,2011,Derby,City proper,"Final figure, complete",2013,255394,44
United Kingdom of Great Britain and Northern Ireland,2011,Newcastle-upon-Tyne,City proper,"Final figure, complete",2013,268064,44
United Kingdom of Great Britain and Northern Ireland,2011,Stoke-on-Trent,City proper,"Final figure, complete",2013,270726,44
United Kingdom of Great Britain and Northern Ireland,2011,Belfast,City proper,"Final figure, complete",2013,280211,44
United Kingdom of Great Britain and Northern Ireland,2011,Kingston-upon-Hull,City proper,"Final figure, complete",2013,284321,44
United Kingdom of Great Britain and Northern Ireland,2011,Nottingham,City proper,"Final figure, complete",2013,289301,44
United Kingdom of Great Britain and Northern Ireland,2011,Coventry,City proper,"Final figure, complete",2013,325949,44
United Kingdom of Great Britain and Northern Ireland,2011,Cardiff,City proper,"Final figure, complete",2013,335145,44
United Kingdom of Great Britain and Northern Ireland,2011,Bradford,City proper,"Final figure, complete",2013,349561,44
United Kingdom of Great Britain and Northern Ireland,2011,Leicester,City proper,"Final figure, complete",2013,443760,44
United Kingdom of Great Britain and Northern Ireland,2011,Leeds,City proper,"Final figure, complete",2013,474632,44
United Kingdom of Great Britain and Northern Ireland,2011,Edinburgh,City proper,"Final figure, complete",2013,482005,44
United Kingdom of Great Britain and Northern Ireland,2011,Manchester,City proper,"Final figure, complete",2013,510746,44
United Kingdom of Great Britain and Northern Ireland,2011,Sheffield,City proper,"Final figure, complete",2013,518090,44
United Kingdom of Great Britain and Northern Ireland,2011,Bristol,City proper,"Final figure, complete",2013,535907,44
United Kingdom of Great Britain and Northern Ireland,2011,Liverpool,City proper,"Final figure, complete",2013,552267,44
United Kingdom of Great Britain and Northern Ireland,2011,Birmingham,City proper,"Final figure, complete",2013,1085810,44
United Kingdom of Great Britain and Northern Ireland,2011,Glasgow,City proper,"Final figure, complete",2013,1209143,"44,45"
United Kingdom of Great Britain and Northern Ireland,2011,LONDON,City proper,"Final figure, complete",2013,8135667,"44,46"
United Kingdom of Great Britain and Northern Ireland,2001,Chesterfield/Staveley,Urban agglomeration,"Final figure, complete",2006,100879,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Basildon/North Benfleet,Urban agglomeration,"Final figure, complete",2006,101492,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Bedford/Kempston,Urban agglomeration,"Final figure, complete",2006,101928,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Lincoln,Urban agglomeration,"Final figure, complete",2006,104221,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Colchester,Urban agglomeration,"Final figure, complete",2006,104390,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Eastbourne,Urban agglomeration,"Final figure, complete",2006,106562,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Scottish Borders,Urban agglomeration,"Final figure, complete",2006,106764,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Exeter,Urban agglomeration,"Final figure, complete",2006,106772,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,East Dunbartonshire,Urban agglomeration,"Final figure, complete",2006,108243,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Angus,Urban agglomeration,"Final figure, complete",2006,108400,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Cheltenham/Charlton Kings,Urban agglomeration,"Final figure, complete",2006,110320,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Torbay,Urban agglomeration,"Final figure, complete",2006,110366,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,South Ayrshire,Urban agglomeration,"Final figure, complete",2006,112097,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,St. Albans/Hatfield,Urban agglomeration,"Final figure, complete",2006,114710,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Southport/Formby,Urban agglomeration,"Final figure, complete",2006,115882,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,High Wycombe,Urban agglomeration,"Final figure, complete",2006,118229,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Thanet,Urban agglomeration,"Final figure, complete",2006,119144,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,East Ayrshire,Urban agglomeration,"Final figure, complete",2006,120235,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Hastings/Bexhill,Urban agglomeration,"Final figure, complete",2006,126386,"44,47"
United Kingdom of Great Britain and Northern Ireland,2001,Doncaster,Urban agglomeration,"Final figure, complete",2006,127851,"44,47"
